Codmun6,Codmun7,cidade,regiao_metropolitana,uf,regiao,veiculos_mapeados,vei100milh,pais,POP,IDHM,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,RDPC
310590,3105905,BARROSO,n/d,MG,Sudeste,1,5.1,Brasil,19509,0.734,0.494,0.678,0.864,0.675,535.1
310540,3105400,BARÃO DE COCAIS,n/d,MG,Sudeste,1,3.5,Brasil,28404,0.722,0.544,0.647,0.858,0.679,546.85
500190,5001904,BATAGUASSU,n/d,MS,Centro-Oeste,1,5.1,Brasil,19684,0.71,0.467,0.606,0.847,0.698,614.34
270070,2700706,BATALHA,n/d,AL,Nordeste,1,6.0,Brasil,16716,0.594,0.346,0.496,0.752,0.563,265.62
500200,5002001,BATAYPORÃ,n/d,MS,Centro-Oeste,1,9.2,Brasil,10876,0.684,0.39,0.559,0.814,0.702,631.47
240140,2401404,BAÍA FORMOSA,n/d,RN,Nordeste,1,11.8,Brasil,8504,0.609,0.391,0.534,0.718,0.59,315.25
500210,5002100,BELA VISTA,n/d,MS,Centro-Oeste,1,4.4,Brasil,22890,0.698,0.49,0.585,0.83,0.699,621.23
310600,3106002,BELA VISTA DE MINAS,n/d,MG,Sudeste,1,10.0,Brasil,9999,0.674,0.454,0.597,0.795,0.644,440.23
260170,2601706,BELO JARDIM,n/d,PE,Nordeste,1,1.4,Brasil,72258,0.629,0.37,0.514,0.783,0.617,372.93
310630,3106309,BELO ORIENTE,n/d,MG,Sudeste,1,4.3,Brasil,23272,0.686,0.465,0.606,0.813,0.655,470.05
310640,3106408,BELO VALE,n/d,MG,Sudeste,1,13.3,Brasil,7526,0.655,0.311,0.514,0.814,0.672,524.03
270080,2700805,BELÉM,n/d,AL,Nordeste,1,22.2,Brasil,4507,0.593,0.282,0.464,0.764,0.587,309.5
250190,2501906,BELÉM,n/d,PB,Nordeste,1,5.9,Brasil,17042,0.592,0.293,0.492,0.759,0.557,256.2
260150,2601508,BELÉM DE MARIA,n/d,PE,Nordeste,1,8.9,Brasil,11194,0.578,0.294,0.479,0.749,0.537,226.82
210180,2101806,BENEDITO LEITE,n/d,MA,Nordeste,1,18.3,Brasil,5466,0.546,0.267,0.426,0.719,0.531,217.65
420220,4202206,BENEDITO NOVO,n/d,SC,Sul,1,9.7,Brasil,10313,0.74,0.465,0.645,0.868,0.723,717.89
240160,2401602,BENTO FERNANDES,n/d,RN,Nordeste,1,19.8,Brasil,5054,0.582,0.35,0.494,0.737,0.542,233.48
310650,3106507,BERILO,n/d,MG,Sudeste,1,8.1,Brasil,12295,0.628,0.322,0.524,0.816,0.58,295.62
350630,3506300,BERNARDINO DE CAMPOS,n/d,SP,Sudeste,1,9.4,Brasil,10650,0.734,0.479,0.662,0.838,0.713,676.6
310660,3106606,BERTÓPOLIS,n/d,MG,Sudeste,1,22.3,Brasil,4492,0.594,0.284,0.455,0.799,0.576,288.77
310670,3106705,BETIM,RM Belo Horizonte,MG,Sudeste,1,0.3,Brasil,376682,0.749,0.587,0.687,0.864,0.709,660.56
260190,2601904,BEZERROS,n/d,PE,Nordeste,1,1.7,Brasil,58612,0.606,0.307,0.487,0.752,0.608,351.75
310690,3106903,BICAS,n/d,MG,Sudeste,1,7.4,Brasil,13576,0.744,0.538,0.667,0.85,0.726,735
350650,3506508,BIRIGUI,n/d,SP,Sudeste,1,0.9,Brasil,108248,0.78,0.608,0.734,0.869,0.743,812.51
310710,3107109,BOA ESPERANÇA,n/d,MG,Sudeste,1,2.6,Brasil,38314,0.704,0.436,0.587,0.855,0.694,599.17
350670,3506706,BOA ESPERANÇA DO SUL,n/d,SP,Sudeste,1,7.3,Brasil,13617,0.681,0.417,0.562,0.811,0.692,593.36
290370,2903706,BOA NOVA,n/d,BA,Nordeste,1,6.5,Brasil,15369,0.567,0.229,0.453,0.753,0.535,223.48
410305,4103057,BOA VISTA DA APARECIDA,n/d,PR,Sul,1,12.6,Brasil,7908,0.67,0.353,0.563,0.801,0.668,510.39
430220,4302204,BOA VISTA DO BURICÁ,n/d,RS,Sul,1,15.5,Brasil,6472,0.762,0.525,0.697,0.834,0.761,909.95
290380,2903805,BOA VISTA DO TUPIM,n/d,BA,Nordeste,1,5.6,Brasil,17912,0.551,0.251,0.447,0.729,0.514,195.71
270100,2701001,BOCA DA MATA,n/d,AL,Nordeste,1,3.9,Brasil,25768,0.604,0.354,0.518,0.758,0.56,260.2
310730,3107307,BOCAIÚVA,n/d,MG,Sudeste,1,2.2,Brasil,46479,0.7,0.495,0.644,0.822,0.648,451.54
500215,5002159,BODOQUENA,n/d,MS,Centro-Oeste,1,12.7,Brasil,7896,0.666,0.412,0.573,0.776,0.665,500.13
260210,2602100,BOM CONSELHO,n/d,PE,Nordeste,1,2.2,Brasil,45286,0.563,0.281,0.433,0.704,0.585,305.57
310740,3107406,BOM DESPACHO,n/d,MG,Sudeste,1,2.2,Brasil,45489,0.75,0.522,0.661,0.861,0.742,809.9
330050,3300506,BOM JARDIM,n/d,RJ,Sudeste,1,4.0,Brasil,25181,0.66,0.365,0.503,0.809,0.707,649.62
420250,4202503,BOM JARDIM DA SERRA,n/d,SC,Sul,1,22.9,Brasil,4368,0.696,0.404,0.568,0.835,0.71,665.6
310750,3107505,BOM JARDIM DE MINAS,n/d,MG,Sudeste,1,15.5,Brasil,6432,0.673,0.396,0.569,0.822,0.653,464.99
430230,4302303,BOM JESUS,n/d,RS,Sul,1,8.7,Brasil,11479,0.666,0.403,0.51,0.832,0.697,611.26
310760,3107604,BOM JESUS DA PENHA,n/d,MG,Sudeste,1,26.0,Brasil,3842,0.735,0.425,0.662,0.862,0.696,607.73
520350,5203500,BOM JESUS DE GOIÁS,n/d,GO,Centro-Oeste,1,4.9,Brasil,20521,0.701,0.435,0.573,0.86,0.699,618.62
310770,3107703,BOM JESUS DO AMPARO,n/d,MG,Sudeste,1,18.3,Brasil,5453,0.683,0.417,0.582,0.834,0.655,472.21
330060,3300605,BOM JESUS DO ITABAPOANA,n/d,RJ,Sudeste,1,2.8,Brasil,35162,0.732,0.538,0.662,0.819,0.723,717.69
320110,3201100,BOM JESUS DO NORTE,n/d,ES,Sudeste,1,10.6,Brasil,9391,0.734,0.567,0.673,0.854,0.689,584.06
150157,1501576,BOM JESUS DO TOCANTINS,n/d,PA,Norte,1,6.6,Brasil,15149,0.589,0.306,0.437,0.777,0.601,337.28
420260,4202602,BOM RETIRO,n/d,SC,Sul,1,11.3,Brasil,8877,0.699,0.422,0.559,0.869,0.704,638.85
310800,3108008,BOM SUCESSO,n/d,MG,Sudeste,1,5.9,Brasil,17077,0.692,0.436,0.602,0.808,0.68,551.39
140015,1400159,BONFIM,n/d,RR,Norte,1,9.3,Brasil,10801,0.626,0.391,0.509,0.809,0.597,329.22
310820,3108206,BONFINÓPOLIS DE MINAS,n/d,MG,Sudeste,1,17.3,Brasil,5782,0.678,0.415,0.598,0.796,0.655,472.15
500220,5002209,BONITO,n/d,MS,Centro-Oeste,1,5.2,Brasil,19320,0.67,0.412,0.508,0.831,0.714,679.03
250240,2502409,BONITO DE SANTA FÉ,n/d,PB,Nordeste,1,9.3,Brasil,10735,0.574,0.304,0.427,0.786,0.564,267.09
430245,4302451,BOQUEIRÃO DO LEÃO,n/d,RS,Sul,1,13.1,Brasil,7610,0.7,0.392,0.562,0.843,0.725,726.61
350740,3507407,BORBOREMA,n/d,SP,Sudeste,1,6.9,Brasil,14416,0.73,0.454,0.658,0.831,0.71,664.64
430250,4302501,BOSSOROCA,n/d,RS,Sul,1,14.6,Brasil,6872,0.692,0.42,0.608,0.821,0.665,502.18
310840,3108404,BOTELHOS,n/d,MG,Sudeste,1,6.7,Brasil,14821,0.702,0.373,0.568,0.868,0.702,630.12
310850,3108503,BOTUMIRIM,n/d,MG,Sudeste,1,15.4,Brasil,6478,0.602,0.335,0.517,0.782,0.54,230.25
420270,4202701,BOTUVERÁ,n/d,SC,Sul,1,22.5,Brasil,4451,0.724,0.385,0.604,0.848,0.741,805.77
270110,2701100,BRANQUINHA,n/d,AL,Nordeste,1,10.1,Brasil,9888,0.513,0.194,0.362,0.699,0.534,221.93
150172,1501725,BRASIL NOVO,n/d,PA,Norte,1,6.4,Brasil,15608,0.613,0.293,0.451,0.809,0.632,408.55
500230,5002308,BRASILÂNDIA,n/d,MS,Centro-Oeste,1,8.5,Brasil,11750,0.701,0.439,0.57,0.837,0.721,709.29
310860,3108602,BRASÍLIA DE MINAS,n/d,MG,Sudeste,1,3.2,Brasil,31050,0.656,0.392,0.568,0.813,0.612,360.93
350770,3507704,BRAÚNA,n/d,SP,Sudeste,1,20.0,Brasil,4997,0.737,0.475,0.664,0.83,0.725,726.71
310880,3108800,BRAÚNAS,n/d,MG,Sudeste,1,19.9,Brasil,5027,0.624,0.256,0.478,0.802,0.635,416.84
170370,1703701,BREJINHO DE NAZARÉ,n/d,TO,Norte,1,19.3,Brasil,5179,0.686,0.467,0.619,0.82,0.635,414.87
210210,2102101,BREJO,n/d,MA,Nordeste,1,3.0,Brasil,33272,0.562,0.285,0.454,0.758,0.517,200.25
250280,2502805,BREJO DO CRUZ,n/d,PB,Nordeste,1,7.6,Brasil,13079,0.597,0.287,0.463,0.798,0.575,287.2
230250,2302503,BREJO SANTO,n/d,CE,Nordeste,1,2.2,Brasil,44890,0.647,0.464,0.592,0.768,0.596,325.64
150180,1501808,BREVES,n/d,PA,Norte,1,1.1,Brasil,91872,0.503,0.243,0.312,0.778,0.524,209.14
520380,5203807,BRITÂNIA,n/d,GO,Centro-Oeste,1,18.3,Brasil,5471,0.672,0.375,0.546,0.802,0.692,594.38
350780,3507803,BRODOWSKI,n/d,SP,Sudeste,1,4.8,Brasil,21023,0.755,0.529,0.675,0.864,0.738,787.91
350790,3507902,BROTAS,n/d,SP,Sudeste,1,4.6,Brasil,21515,0.74,0.509,0.688,0.815,0.724,722.76
290450,2904506,BROTAS DE MACAÚBAS,n/d,BA,Nordeste,1,9.3,Brasil,10704,0.57,0.283,0.445,0.754,0.552,247.49
310900,3109006,BRUMADINHO,RM Belo Horizonte,MG,Sudeste,1,3.0,Brasil,33754,0.747,0.503,0.639,0.857,0.761,910.31
290460,2904605,BRUMADO,n/d,BA,Nordeste,1,1.6,Brasil,64383,0.656,0.447,0.554,0.807,0.63,403.22
420290,4202909,BRUSQUE,n/d,SC,Sul,1,1.0,Brasil,104887,0.795,0.591,0.707,0.894,0.794,1116.93
310870,3108701,BRÁS PIRES,n/d,MG,Sudeste,1,21.7,Brasil,4604,0.625,0.277,0.523,0.801,0.582,299.02
310920,3109204,BUENÓPOLIS,n/d,MG,Sudeste,1,9.8,Brasil,10187,0.669,0.399,0.579,0.796,0.65,456.55
290470,2904704,BUERAREMA,n/d,BA,Nordeste,1,5.4,Brasil,18547,0.613,0.355,0.495,0.772,0.604,343.23
350800,3508009,BURI,n/d,SP,Sudeste,1,5.4,Brasil,18489,0.667,0.394,0.578,0.799,0.642,435.15
520390,5203906,BURITI ALEGRE,n/d,GO,Centro-Oeste,1,11.2,Brasil,8935,0.71,0.476,0.614,0.831,0.7,625.26
210230,2102309,BURITI BRAVO,n/d,MA,Nordeste,1,4.4,Brasil,22856,0.59,0.295,0.506,0.752,0.539,229.21
520396,5203962,BURITINÓPOLIS,n/d,GO,Centro-Oeste,1,30.2,Brasil,3309,0.704,0.385,0.591,0.813,0.727,735.72
310930,3109303,BURITIS,n/d,MG,Sudeste,1,4.5,Brasil,22398,0.672,0.422,0.558,0.815,0.666,505.59
290480,2904803,CAATIBA,n/d,BA,Nordeste,1,8.8,Brasil,11401,0.561,0.233,0.406,0.752,0.579,293.78
330070,3300704,CABO FRIO,n/d,RJ,Sudeste,1,0.5,Brasil,185301,0.735,0.606,0.64,0.836,0.743,815.75
310950,3109501,CABO VERDE,n/d,MG,Sudeste,1,7.3,Brasil,13635,0.674,0.341,0.527,0.847,0.686,571.6
260300,2603009,CABROBÓ,n/d,PE,Nordeste,1,3.2,Brasil,30777,0.623,0.362,0.539,0.773,0.581,298.14
290490,2904902,CACHOEIRA,n/d,BA,Nordeste,1,3.2,Brasil,31352,0.647,0.493,0.577,0.762,0.615,368.11
520410,5204102,CACHOEIRA ALTA,n/d,GO,Centro-Oeste,1,9.7,Brasil,10345,0.71,0.465,0.569,0.84,0.75,853.32
520420,5204201,CACHOEIRA DE GOIÁS,n/d,GO,Centro-Oeste,1,70.6,Brasil,1417,0.727,0.454,0.674,0.838,0.68,549.16
310970,3109709,CACHOEIRA DE MINAS,n/d,MG,Sudeste,1,9.1,Brasil,10994,0.706,0.442,0.637,0.821,0.673,527.44
310270,3102704,CACHOEIRA DE PAJEÚ,n/d,MG,Sudeste,1,11.3,Brasil,8888,0.578,0.255,0.444,0.771,0.563,265.27
430300,4303004,CACHOEIRA DO SUL,n/d,RS,Sul,1,1.2,Brasil,83072,0.742,0.539,0.648,0.854,0.739,793.67
310980,3109808,CACHOEIRA DOURADA,n/d,MG,Sudeste,1,40.0,Brasil,2497,0.726,0.468,0.648,0.85,0.695,606.15
350860,3508603,CACHOEIRA PAULISTA,n/d,SP,Sudeste,1,3.3,Brasil,29922,0.764,0.646,0.728,0.837,0.733,764.6
250350,2503506,CACIMBA DE DENTRO,n/d,PB,Nordeste,1,6.0,Brasil,16681,0.564,0.218,0.419,0.777,0.551,246.21
430320,4303202,CACIQUE DOBLE,n/d,RS,Sul,1,20.6,Brasil,4865,0.662,0.309,0.528,0.81,0.677,539.67
350870,3508702,CACONDE,n/d,SP,Sudeste,1,5.4,Brasil,18434,0.72,0.438,0.62,0.858,0.701,627
290500,2905008,CACULÉ,n/d,BA,Nordeste,1,4.5,Brasil,22203,0.637,0.357,0.541,0.769,0.621,382.15
290530,2905305,CAFARNAUM,n/d,BA,Nordeste,1,5.8,Brasil,17130,0.584,0.304,0.49,0.734,0.554,251.31
520440,5204409,CAIAPÔNIA,n/d,GO,Centro-Oeste,1,6.1,Brasil,16430,0.693,0.409,0.588,0.808,0.701,628.14
420310,4203105,CAIBI,n/d,SC,Sul,1,16.3,Brasil,6153,0.728,0.419,0.631,0.83,0.737,783.57
240190,2401909,CAIÇARA DO RIO DO VENTO,n/d,RN,Nordeste,1,30.3,Brasil,3304,0.587,0.327,0.499,0.734,0.553,250.07
250370,2503704,CAJAZEIRAS,n/d,PB,Nordeste,1,1.7,Brasil,58122,0.679,0.442,0.574,0.815,0.668,511.56
270130,2701308,CAJUEIRO,n/d,AL,Nordeste,1,5.0,Brasil,20081,0.562,0.307,0.473,0.691,0.542,232.85
311020,3110202,CAJURI,n/d,MG,Sudeste,1,24.7,Brasil,4042,0.617,0.331,0.487,0.804,0.599,333.45
311030,3110301,CALDAS,n/d,MG,Sudeste,1,7.4,Brasil,13541,0.687,0.333,0.529,0.873,0.701,627.21
311050,3110509,CAMANDUCAIA,n/d,MG,Sudeste,1,4.8,Brasil,20847,0.689,0.356,0.553,0.837,0.707,649.49
500260,5002605,CAMAPUÃ,n/d,MS,Centro-Oeste,1,7.4,Brasil,13580,0.703,0.443,0.596,0.817,0.715,685.77
430355,4303558,CAMARGO,n/d,RS,Sul,1,38.6,Brasil,2590,0.736,0.396,0.612,0.854,0.762,916.32
410360,4103602,CAMBARÁ,n/d,PR,Sul,1,4.2,Brasil,23829,0.721,0.521,0.645,0.818,0.711,666.89
330090,3300902,CAMBUCI,n/d,RJ,Sudeste,1,6.8,Brasil,14787,0.691,0.449,0.608,0.809,0.672,524.88
311070,3110707,CAMBUQUIRA,n/d,MG,Sudeste,1,8.0,Brasil,12475,0.699,0.46,0.577,0.856,0.691,588.83
311060,3110608,CAMBUÍ,n/d,MG,Sudeste,1,3.8,Brasil,26363,0.751,0.492,0.674,0.872,0.722,712.9
311090,3110905,CAMPANHA,n/d,MG,Sudeste,1,6.5,Brasil,15304,0.709,0.44,0.587,0.849,0.715,686.16
311080,3110806,CAMPANÁRIO,n/d,MG,Sudeste,1,28.2,Brasil,3552,0.616,0.337,0.464,0.831,0.607,350.46
311100,3111002,CAMPESTRE,n/d,MG,Sudeste,1,4.9,Brasil,20546,0.698,0.354,0.566,0.843,0.712,669.87
410390,4103909,CAMPINA DA LAGOA,n/d,PR,Sul,1,6.5,Brasil,15299,0.704,0.44,0.623,0.829,0.677,540.04
430370,4303707,CAMPINA DAS MISSÕES,n/d,RS,Sul,1,16.4,Brasil,6094,0.738,0.439,0.677,0.849,0.698,615.85
311110,3111101,CAMPINA VERDE,n/d,MG,Sudeste,1,5.3,Brasil,18796,0.704,0.407,0.562,0.868,0.714,681.73
430380,4303806,CAMPINAS DO SUL,n/d,RS,Sul,1,18.2,Brasil,5494,0.76,0.463,0.691,0.842,0.753,869.1
520465,5204656,CAMPINAÇU,n/d,GO,Centro-Oeste,1,27.4,Brasil,3645,0.631,0.291,0.476,0.819,0.644,438.93
270140,2701407,CAMPO ALEGRE,n/d,AL,Nordeste,1,2.0,Brasil,50697,0.57,0.358,0.47,0.742,0.531,217.72
420330,4203303,CAMPO ALEGRE,n/d,SC,Sul,1,8.6,Brasil,11683,0.714,0.462,0.636,0.845,0.677,539.9
520480,5204805,CAMPO ALEGRE DE GOIÁS,n/d,GO,Centro-Oeste,1,16.7,Brasil,6002,0.694,0.423,0.586,0.811,0.702,632.7
311120,3111200,CAMPO BELO,n/d,MG,Sudeste,1,2.0,Brasil,51235,0.711,0.44,0.586,0.868,0.706,646.71
420340,4203402,CAMPO BELO DO SUL,n/d,SC,Sul,1,13.5,Brasil,7418,0.641,0.369,0.528,0.768,0.648,450.29
410410,4104105,CAMPO DO TENENTE,n/d,PR,Sul,1,14.1,Brasil,7087,0.686,0.413,0.606,0.806,0.661,488.06
420350,4203501,CAMPO ERÊ,n/d,SC,Sul,1,10.7,Brasil,9319,0.69,0.389,0.595,0.787,0.702,631.08
311140,3111408,CAMPO FLORIDO,n/d,MG,Sudeste,1,14.7,Brasil,6796,0.706,0.397,0.558,0.858,0.735,774.88
290600,2906006,CAMPO FORMOSO,n/d,BA,Nordeste,1,1.5,Brasil,66353,0.586,0.316,0.475,0.749,0.566,270.05
410420,4104204,CAMPO LARGO,RM Curitiba,PR,Sul,1,0.9,Brasil,111827,0.745,0.528,0.664,0.854,0.73,749.21
220220,2202208,CAMPO MAIOR,n/d,PI,Nordeste,1,2.2,Brasil,45093,0.656,0.423,0.566,0.793,0.629,401.74
410430,4104303,CAMPO MOURÃO,n/d,PR,Sul,1,1.2,Brasil,86898,0.757,0.575,0.689,0.841,0.749,843.42
430400,4304002,CAMPO NOVO,n/d,RS,Sul,1,18.4,Brasil,5448,0.703,0.439,0.593,0.866,0.677,539.04
311150,3111507,CAMPOS ALTOS,n/d,MG,Sudeste,1,7.1,Brasil,14151,0.702,0.409,0.582,0.86,0.69,587.21
350970,3509700,CAMPOS DO JORDÃO,n/d,SP,Sudeste,1,2.1,Brasil,47287,0.749,0.518,0.648,0.852,0.761,911.4
311160,3111606,CAMPOS GERAIS,n/d,MG,Sudeste,1,3.6,Brasil,27443,0.682,0.384,0.58,0.821,0.666,503.91
230270,2302701,CAMPOS SALES,n/d,CE,Nordeste,1,3.8,Brasil,26341,0.63,0.367,0.556,0.769,0.584,303.68
290620,2906204,CANARANA,n/d,BA,Nordeste,1,4.2,Brasil,23965,0.587,0.308,0.496,0.734,0.555,252.39
510270,5102702,CANARANA,n/d,MT,Centro-Oeste,1,5.4,Brasil,18566,0.693,0.454,0.549,0.825,0.735,774.65
311170,3111705,CANAÃ,n/d,MG,Sudeste,1,21.7,Brasil,4604,0.649,0.294,0.532,0.798,0.644,439.71
311200,3112000,CANDEIAS,n/d,MG,Sudeste,1,6.9,Brasil,14484,0.678,0.324,0.537,0.83,0.699,621.22
290660,2906600,CANDIBA,n/d,BA,Nordeste,1,7.6,Brasil,13192,0.591,0.291,0.481,0.743,0.578,290.99
240220,2402204,CANGUARETAMA,n/d,RN,Nordeste,1,3.2,Brasil,30872,0.579,0.341,0.486,0.718,0.557,256.22
430460,4304606,CANOAS,RM Porto Alegre,RS,Sul,1,0.3,Brasil,322949,0.75,0.646,0.636,0.864,0.768,952.13
420380,4203808,CANOINHAS,n/d,SC,Sul,1,1.9,Brasil,52405,0.757,0.567,0.692,0.874,0.717,692.87
410445,4104451,CANTAGALO,n/d,PR,Sul,1,7.7,Brasil,12949,0.635,0.334,0.522,0.768,0.638,424.57
330110,3301108,CANTAGALO,n/d,RJ,Sudeste,1,5.1,Brasil,19777,0.709,0.498,0.614,0.822,0.705,641.61
210270,2102705,CANTANHEDE,n/d,MA,Nordeste,1,4.9,Brasil,20430,0.565,0.347,0.468,0.774,0.497,176.61
150220,1502202,CAPANEMA,n/d,PA,Norte,1,1.6,Brasil,63391,0.655,0.486,0.58,0.794,0.61,356.27
410450,4104501,CAPANEMA,n/d,PR,Sul,1,5.4,Brasil,18423,0.706,0.417,0.611,0.801,0.719,701.11
311210,3112109,CAPARAÓ,n/d,MG,Sudeste,1,19.2,Brasil,5200,0.624,0.3,0.473,0.836,0.614,364.52
270170,2701704,CAPELA,n/d,AL,Nordeste,1,6.1,Brasil,16502,0.573,0.308,0.456,0.743,0.554,251.36
290685,2906857,CAPELA DO ALTO ALEGRE,n/d,BA,Nordeste,1,8.7,Brasil,11518,0.599,0.283,0.48,0.77,0.582,299.05
311230,3112307,CAPELINHA,n/d,MG,Sudeste,1,2.9,Brasil,34552,0.653,0.364,0.527,0.824,0.641,432.55
311240,3112406,CAPETINGA,n/d,MG,Sudeste,1,14.3,Brasil,6983,0.675,0.36,0.533,0.848,0.68,549.97
420390,4203907,CAPINZAL,n/d,SC,Sul,1,4.8,Brasil,20648,0.752,0.518,0.659,0.869,0.742,811.66
311260,3112604,CAPINÓPOLIS,n/d,MG,Sudeste,1,6.6,Brasil,15192,0.723,0.444,0.601,0.841,0.747,834.14
311270,3112703,CAPITÃO ENÉAS,n/d,MG,Sudeste,1,7.1,Brasil,14169,0.639,0.406,0.565,0.806,0.573,282.97
410460,4104600,CAPITÃO LEÔNIDAS MARQUES,n/d,PR,Sul,1,6.7,Brasil,14921,0.716,0.458,0.623,0.829,0.712,670.16
311280,3112802,CAPITÓLIO,n/d,MG,Sudeste,1,12.3,Brasil,8110,0.71,0.44,0.612,0.825,0.709,658.77
311290,3112901,CAPUTIRA,n/d,MG,Sudeste,1,11.1,Brasil,9023,0.615,0.259,0.471,0.809,0.609,353.65
351020,3510203,CAPÃO BONITO,n/d,SP,Sudeste,1,2.2,Brasil,46014,0.721,0.477,0.671,0.826,0.675,534.75
140020,1400209,CARACARAÍ,n/d,RR,Norte,1,5.5,Brasil,18200,0.624,0.424,0.518,0.78,0.601,336.05
500280,5002803,CARACOL,n/d,MS,Centro-Oeste,1,18.6,Brasil,5381,0.647,0.386,0.522,0.826,0.628,399.46
311320,3113206,CARANDAÍ,n/d,MG,Sudeste,1,4.3,Brasil,23270,0.697,0.45,0.622,0.821,0.663,495.09
290690,2906907,CARAVELAS,n/d,BA,Nordeste,1,4.7,Brasil,21332,0.616,0.348,0.473,0.791,0.626,394.43
430470,4304705,CARAZINHO,n/d,RS,Sul,1,1.7,Brasil,58825,0.766,0.621,0.707,0.84,0.756,881.73
311300,3113008,CARAÍ,n/d,MG,Sudeste,1,4.5,Brasil,22175,0.558,0.236,0.405,0.781,0.549,244.29
240230,2402303,CARAÚBAS,n/d,RN,Nordeste,1,5.1,Brasil,19518,0.638,0.393,0.556,0.786,0.594,321.99
351070,3510708,CARDOSO,n/d,SP,Sudeste,1,8.5,Brasil,11762,0.722,0.468,0.636,0.853,0.695,605.99
311360,3113602,CAREAÇU,n/d,MG,Sudeste,1,16.0,Brasil,6249,0.683,0.408,0.581,0.824,0.666,504.96
290710,2907103,CARINHANHA,n/d,BA,Nordeste,1,3.5,Brasil,28311,0.576,0.356,0.477,0.763,0.525,209.51
280140,2801405,CARIRA,n/d,SE,Nordeste,1,5.0,Brasil,19879,0.588,0.268,0.442,0.791,0.581,297.74
311370,3113701,CARLOS CHAGAS,n/d,MG,Sudeste,1,5.0,Brasil,19975,0.648,0.347,0.513,0.826,0.641,432.37
330120,3301207,CARMO,n/d,RJ,Sudeste,1,5.8,Brasil,17172,0.696,0.5,0.608,0.813,0.683,559.66
311390,3113909,CARMO DA CACHOEIRA,n/d,MG,Sudeste,1,8.6,Brasil,11673,0.655,0.382,0.523,0.801,0.672,525.35
311400,3114006,CARMO DA MATA,n/d,MG,Sudeste,1,9.2,Brasil,10844,0.689,0.375,0.572,0.84,0.68,551.21
311410,3114105,CARMO DE MINAS,n/d,MG,Sudeste,1,7.3,Brasil,13656,0.682,0.378,0.562,0.845,0.668,511.95
311450,3114501,CARMÓPOLIS DE MINAS,n/d,MG,Sudeste,1,5.9,Brasil,16952,0.7,0.383,0.582,0.85,0.694,599.63
210280,2102804,CAROLINA,n/d,MA,Nordeste,1,4.2,Brasil,23827,0.634,0.401,0.529,0.802,0.6,334.51
311460,3114600,CARRANCAS,n/d,MG,Sudeste,1,25.8,Brasil,3873,0.725,0.445,0.632,0.877,0.687,576.62
311470,3114709,CARVALHÓPOLIS,n/d,MG,Sudeste,1,30.1,Brasil,3327,0.724,0.45,0.648,0.85,0.688,579.4
351080,3510807,CASA BRANCA,n/d,SP,Sudeste,1,3.9,Brasil,25971,0.73,0.551,0.64,0.835,0.727,737.96
430490,4304903,CASCA,n/d,RS,Sul,1,11.6,Brasil,8631,0.785,0.533,0.733,0.847,0.778,1011.38
311500,3115003,CASCALHO RICO,n/d,MG,Sudeste,1,35.2,Brasil,2838,0.721,0.405,0.604,0.845,0.734,769.71
330130,3301306,CASIMIRO DE ABREU,n/d,RJ,Sudeste,1,2.8,Brasil,35180,0.726,0.568,0.642,0.811,0.734,768.45
500290,5002902,CASSILÂNDIA,n/d,MS,Centro-Oeste,1,4.8,Brasil,20708,0.727,0.462,0.627,0.811,0.756,885.1
320140,3201407,CASTELO,n/d,ES,Sudeste,1,2.9,Brasil,34647,0.726,0.48,0.639,0.852,0.703,636.49
410490,4104907,CASTRO,n/d,PR,Sul,1,1.5,Brasil,66639,0.703,0.466,0.6,0.823,0.704,639.54
290730,2907301,CASTRO ALVES,n/d,BA,Nordeste,1,3.9,Brasil,25388,0.613,0.359,0.504,0.774,0.591,316.1
520510,5205109,CATALÃO,n/d,GO,Centro-Oeste,1,1.2,Brasil,86253,0.766,0.613,0.715,0.819,0.769,959.4
420400,4204004,CATANDUVAS,n/d,SC,Sul,1,10.5,Brasil,9517,0.714,0.478,0.625,0.806,0.723,717.59
430500,4305009,CATUÍPE,n/d,RS,Sul,1,10.7,Brasil,9308,0.739,0.428,0.627,0.842,0.763,920.96
420410,4204103,CAXAMBU DO SUL,n/d,SC,Sul,1,22.7,Brasil,4411,0.691,0.316,0.523,0.87,0.725,730.36
420300,4203006,CAÇADOR,n/d,SC,Sul,1,1.4,Brasil,70361,0.735,0.516,0.62,0.878,0.728,744.28
430280,4302808,CAÇAPAVA DO SUL,n/d,RS,Sul,1,3.0,Brasil,33339,0.704,0.456,0.585,0.855,0.699,618.98
520430,5204300,CAÇU,n/d,GO,Centro-Oeste,1,7.7,Brasil,12960,0.73,0.449,0.599,0.84,0.774,987.3
230380,2303808,CEDRO,n/d,CE,Nordeste,1,4.1,Brasil,24468,0.627,0.378,0.553,0.753,0.592,317.69
420415,4204152,CELSO RAMOS,n/d,SC,Sul,1,36.1,Brasil,2767,0.719,0.427,0.692,0.826,0.651,458.62
410510,4105102,CENTENÁRIO DO SUL,n/d,PR,Sul,1,9.2,Brasil,10879,0.668,0.365,0.549,0.791,0.686,571.32
311570,3115706,CENTRAL DE MINAS,n/d,MG,Sudeste,1,14.8,Brasil,6764,0.665,0.325,0.54,0.823,0.663,494.1
