Codmun6,Codmun7,cidade,regiao_metropolitana,uf,regiao,veiculos_mapeados,vei100milh,pais,POP,IDHM,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,RDPC
431830.0,4318309.0,SÃO GABRIEL,n/d,RS,Sul,2,3.36575679041432,Brasil,59422.0,0.699,0.475,0.585,0.822,0.711,667.06
330490.0,3304904.0,SÃO GONÇALO,RM Rio de Janeiro,RJ,Sudeste,2,0.200612268643901,Brasil,996948.0,0.739,0.645,0.681,0.833,0.711,669.3
421650.0,4216503.0,SÃO JOAQUIM,n/d,SC,Sul,2,8.07167648720639,Brasil,24778.0,0.687,0.457,0.562,0.817,0.705,641.75
412520.0,4125209.0,SÃO JORGE D'OESTE,n/d,PR,Sul,2,22.0361392684002,Brasil,9076.0,0.722,0.453,0.656,0.813,0.705,641.7
211120.0,2111201.0,SÃO JOSÉ DE RIBAMAR,n/d,MA,Nordeste,2,1.22967954551044,Brasil,162644.0,0.708,0.669,0.7,0.79,0.642,435.4
261360.0,2613602.0,SÃO JOSÉ DO EGITO,n/d,PE,Nordeste,2,6.29584159662543,Brasil,31767.0,0.635,0.361,0.554,0.769,0.602,338.9
431860.0,4318606.0,SÃO JOSÉ DO OURO,n/d,RS,Sul,2,29.0191526407429,Brasil,6892.0,0.755,0.493,0.669,0.846,0.759,901.51
354970.0,3549706.0,SÃO JOSÉ DO RIO PARDO,n/d,SP,Sudeste,2,3.88138487812451,Brasil,51528.0,0.774,0.563,0.717,0.868,0.744,818.61
510710.0,5107107.0,SÃO JOSÉ DOS QUATRO MARCOS,n/d,MT,Centro-Oeste,2,10.5524191420883,Brasil,18953.0,0.719,0.454,0.643,0.816,0.707,653.02
412480.0,4124806.0,SÃO JOÃO,n/d,PR,Sul,2,18.9125295508274,Brasil,10575.0,0.727,0.449,0.66,0.838,0.695,605.55
421630.0,4216305.0,SÃO JOÃO BATISTA,n/d,SC,Sul,2,7.67459708365311,Brasil,26060.0,0.74,0.521,0.634,0.865,0.739,794.12
316290.0,3162906.0,SÃO JOÃO NEPOMUCENO,n/d,MG,Sudeste,2,8.02825947334618,Brasil,24912.0,0.708,0.459,0.6,0.85,0.696,608.32
316370.0,3163706.0,SÃO LOURENÇO,n/d,MG,Sudeste,2,4.84027105517909,Brasil,41320.0,0.759,0.588,0.673,0.871,0.746,831.32
431880.0,4318804.0,SÃO LOURENÇO DO SUL,n/d,RS,Sul,2,4.67104187589042,Brasil,42817.0,0.687,0.364,0.528,0.849,0.722,713.88
522010.0,5220108.0,SÃO LUÍS DE MONTES BELOS,n/d,GO,Centro-Oeste,2,6.70398551939128,Brasil,29833.0,0.731,0.519,0.67,0.809,0.721,712.23
412560.0,4125605.0,SÃO MATEUS DO SUL,n/d,PR,Sul,2,4.85767026134266,Brasil,41172.0,0.719,0.477,0.623,0.838,0.711,669.78
412570.0,4125704.0,SÃO MIGUEL DO IGUAÇU,n/d,PR,Sul,2,7.79757495418925,Brasil,25649.0,0.704,0.414,0.588,0.818,0.726,734.88
421720.0,4217204.0,SÃO MIGUEL DO OESTE,n/d,SC,Sul,2,5.53755849046156,Brasil,36117.0,0.801,0.611,0.739,0.884,0.787,1072.6
221060.0,2210607.0,SÃO RAIMUNDO NONATO,n/d,PI,Nordeste,2,6.20482114603047,Brasil,32233.0,0.661,0.437,0.587,0.779,0.631,406.2
355070.0,3550704.0,SÃO SEBASTIÃO,n/d,SP,Sudeste,2,2.71801910767433,Brasil,73583.0,0.772,0.591,0.703,0.875,0.747,837.48
421780.0,4217808.0,TAIÓ,n/d,SC,Sul,2,11.7198945209493,Brasil,17065.0,0.761,0.491,0.67,0.879,0.749,848.34
355340.0,3553401.0,TANABI,n/d,SP,Sudeste,2,8.33645950564795,Brasil,23991.0,0.748,0.507,0.687,0.829,0.735,775.79
432090.0,4320909.0,TAPEJARA,n/d,RS,Sul,2,10.4487748811452,Brasil,19141.0,0.76,0.527,0.688,0.837,0.763,922.28
432100.0,4321006.0,TAPERA,n/d,RS,Sul,2,19.2641109612791,Brasil,10382.0,0.747,0.521,0.672,0.835,0.743,812.48
432110.0,4321105.0,TAPES,n/d,RS,Sul,2,12.0875135984528,Brasil,16546.0,0.695,0.425,0.556,0.862,0.699,620.13
432120.0,4321204.0,TAQUARA,RM Porto Alegre,RS,Sul,2,3.69419457322817,Brasil,54139.0,0.727,0.484,0.579,0.88,0.754,871.42
130420.0,1304203.0,TEFÉ,n/d,AM,Norte,2,3.2680806562306,Brasil,61198.0,0.639,0.445,0.511,0.801,0.637,421.41
432140.0,4321402.0,TENENTE PORTELA,n/d,RS,Sul,2,14.6166776291749,Brasil,13683.0,0.708,0.456,0.603,0.83,0.709,659.27
432145.0,4321451.0,TEUTÔNIA,n/d,RS,Sul,2,7.36241487207804,Brasil,27165.0,0.747,0.527,0.65,0.855,0.751,854.63
231340.0,2313401.0,TIANGUÁ,n/d,CE,Nordeste,2,2.92030487982945,Brasil,68486.0,0.657,0.398,0.587,0.768,0.628,398.29
421800.0,4218004.0,TIJUCAS,n/d,SC,Sul,2,6.51465798045603,Brasil,30700.0,0.76,0.551,0.672,0.873,0.747,835.48
261530.0,2615300.0,TIMBAÚBA,n/d,PE,Nordeste,2,3.72904741483788,Brasil,53633.0,0.618,0.379,0.519,0.769,0.592,318.8
421820.0,4218202.0,TIMBÓ,n/d,SC,Sul,2,5.46418228512103,Brasil,36602.0,0.784,0.601,0.697,0.856,0.807,1214.03
432150.0,4321501.0,TORRES,n/d,RS,Sul,2,5.80618939789816,Brasil,34446.0,0.762,0.584,0.685,0.862,0.75,853.62
522140.0,5221403.0,TRINDADE,n/d,GO,Centro-Oeste,2,1.9303342373732,Brasil,103609.0,0.699,0.507,0.608,0.822,0.682,558.61
316930.0,3169307.0,TRÊS CORAÇÕES,n/d,MG,Sudeste,2,2.78175723604601,Brasil,71897.0,0.744,0.554,0.66,0.855,0.73,749.86
432180.0,4321808.0,TRÊS DE MAIO,n/d,RS,Sul,2,8.51136266916333,Brasil,23498.0,0.759,0.532,0.694,0.834,0.756,881.15
293190.0,2931905.0,TUCANO,n/d,BA,Nordeste,2,3.82811752320796,Brasil,52245.0,0.579,0.262,0.458,0.712,0.596,325.7
316960.0,3169604.0,TUPACIGUARA,n/d,MG,Sudeste,2,8.34968479939882,Brasil,23953.0,0.719,0.453,0.605,0.863,0.711,665.76
432220.0,4322202.0,TUPANCIRETÃ,n/d,RS,Sul,2,9.02486349893958,Brasil,22161.0,0.709,0.468,0.596,0.828,0.721,708.79
355540.0,3555406.0,UBATUBA,n/d,SP,Sudeste,2,2.54877722412673,Brasil,78469.0,0.751,0.567,0.679,0.841,0.741,803.5
317040.0,3170404.0,UNAÍ,RIDE DF,MG,Sudeste,2,2.6128079847412,Brasil,76546.0,0.736,0.488,0.651,0.847,0.723,720.51
221110.0,2211100.0,UNIÃO,n/d,PI,Nordeste,2,4.6952765517889,Brasil,42596.0,0.577,0.298,0.453,0.781,0.542,232.7
270930.0,2709301.0,UNIÃO DOS PALMARES,n/d,AL,Nordeste,2,3.36157052574963,Brasil,59496.0,0.593,0.313,0.462,0.764,0.59,313.92
522160.0,5221601.0,URUAÇU,n/d,GO,Centro-Oeste,2,5.47345374931582,Brasil,36540.0,0.737,0.498,0.628,0.86,0.74,797.52
293290.0,2932903.0,VALENÇA,n/d,BA,Nordeste,2,2.2691173133651,Brasil,88140.0,0.623,0.423,0.502,0.778,0.619,376.23
330610.0,3306107.0,VALENÇA,n/d,RJ,Sudeste,2,2.80379072506028,Brasil,71332.0,0.738,0.581,0.666,0.848,0.713,675.62
355630.0,3556305.0,VALPARAÍSO,n/d,SP,Sudeste,2,9.8512461826421,Brasil,20302.0,0.725,0.507,0.643,0.825,0.719,701.02
355640.0,3556404.0,VARGEM GRANDE DO SUL,n/d,SP,Sudeste,2,5.10738272172425,Brasil,39159.0,0.737,0.469,0.643,0.863,0.721,711.6
320506.0,3205069.0,VENDA NOVA DO IMIGRANTE,n/d,ES,Sudeste,2,9.79192166462668,Brasil,20425.0,0.728,0.483,0.624,0.845,0.731,754.66
432260.0,4322608.0,VENÂNCIO AIRES,n/d,RS,Sul,2,3.05539429863424,Brasil,65458.0,0.712,0.464,0.6,0.818,0.736,779.48
432280.0,4322806.0,VERANÓPOLIS,n/d,RS,Sul,2,8.8171758585725,Brasil,22683.0,0.773,0.556,0.692,0.838,0.797,1141.67
412860.0,4128609.0,VERÊ,n/d,PR,Sul,2,25.3936008125952,Brasil,7876.0,0.72,0.397,0.626,0.84,0.709,661.18
150820.0,1508209.0,VIGIA,n/d,PA,Norte,2,4.18278782808742,Brasil,47815.0,0.617,0.38,0.516,0.768,0.594,323.12
110030.0,1100304.0,VILHENA,n/d,RO,Norte,2,2.64501282831222,Brasil,75614.0,0.731,0.554,0.659,0.808,0.734,768.98
355680.0,3556800.0,VIRADOURO,n/d,SP,Sudeste,2,11.5854718183398,Brasil,17263.0,0.739,0.49,0.683,0.823,0.717,692.01
421970.0,4219705.0,XAXIM,n/d,SC,Sul,2,7.78998208304121,Brasil,25674.0,0.752,0.494,0.662,0.871,0.737,783.29
150510.0,1505106.0,ÓBIDOS,n/d,PA,Norte,2,4.08521763996977,Brasil,48957.0,0.594,0.355,0.499,0.756,0.556,255.03
520005.0,5200050.0,ABADIA DE GOIÁS,n/d,GO,Centro-Oeste,1,14.5900204260286,Brasil,6854.0,0.708,0.489,0.622,0.83,0.687,574.96
310020.0,3100203.0,ABAETÉ,n/d,MG,Sudeste,1,4.4531528322052,Brasil,22456.0,0.698,0.363,0.556,0.848,0.72,707.24
290020.0,2900207.0,ABARÉ,n/d,BA,Nordeste,1,5.88027754910032,Brasil,17006.0,0.575,0.319,0.46,0.776,0.533,220.16
290010.0,2900108.0,ABAÍRA,n/d,BA,Nordeste,1,12.0409391932571,Brasil,8305.0,0.603,0.289,0.51,0.746,0.577,290.53
420010.0,4200101.0,ABELARDO LUZ,n/d,SC,Sul,1,5.87682181476258,Brasil,17016.0,0.696,0.404,0.578,0.852,0.684,562.88
310030.0,3100302.0,ABRE CAMPO,n/d,MG,Sudeste,1,7.62543846271161,Brasil,13114.0,0.654,0.317,0.525,0.823,0.646,444.32
