id,cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
id2128,PINHEIRAL,Jornal,330395,1,n/d,RJ,Rio de Janeiro,SE,Brasil,22657,657.99,0.571,0.715,0.643,0.801,0.709
id2129,PIRAÍ,Jornal,330400,1,n/d,RJ,Rio de Janeiro,SE,Brasil,25965,678.3,0.541,0.708,0.62,0.803,0.714
id2211,SÃO JOÃO DA BARRA,Jornal,330500,1,n/d,RJ,Rio de Janeiro,SE,Brasil,32518,570.38,0.426,0.671,0.551,0.8,0.686
id2226,SILVA JARDIM,Jornal,330560,1,n/d,RJ,Rio de Janeiro,SE,Brasil,21301,476.99,0.406,0.654,0.536,0.793,0.657
id2238,VASSOURAS,Jornal,330620,1,n/d,RJ,Rio de Janeiro,SE,Brasil,34117,701.06,0.567,0.714,0.624,0.813,0.719
id3956,ÁGUAS DE LINDÓIA,Jornal,350050,1,n/d,SP,São Paulo,SE,Brasil,17120,730.13,0.51,0.745,0.675,0.846,0.725
id3957,AGUDOS,Jornal,350070,1,n/d,SP,São Paulo,SE,Brasil,34140,642.59,0.566,0.745,0.694,0.845,0.705
id3958,ALTINÓPOLIS,Jornal,350100,1,n/d,SP,São Paulo,SE,Brasil,15527,731.49,0.475,0.73,0.635,0.843,0.726
id3972,ANGATUBA,Jornal,350220,1,n/d,SP,São Paulo,SE,Brasil,22134,597.99,0.473,0.719,0.648,0.827,0.693
id3973,APARECIDA,Jornal,350250,1,n/d,SP,São Paulo,SE,Brasil,34630,775.17,0.635,0.755,0.706,0.828,0.735
id3974,APIAÍ,Jornal,350270,1,n/d,SP,São Paulo,SE,Brasil,25062,492.43,0.473,0.71,0.647,0.835,0.662
id3984,ARTUR NOGUEIRA,Jornal,350380,1,n/d,SP,São Paulo,SE,Brasil,44074,823.24,0.554,0.749,0.681,0.827,0.745
id5559,BARIRI,Jornal,350520,1,n/d,SP,São Paulo,SE,Brasil,31448,781.34,0.516,0.75,0.662,0.867,0.736
id3999,BARRA BONITA,Jornal,350530,1,n/d,SP,São Paulo,SE,Brasil,35157,915.28,0.585,0.788,0.739,0.869,0.762
id4016,BATATAIS,Jornal,350590,1,n/d,SP,São Paulo,SE,Brasil,56264,941.79,0.563,0.761,0.685,0.84,0.766
id4026,BIRITIBA-MIRIM,Jornal,350660,1,RM São Paulo,SP,São Paulo,SE,Brasil,28531,662.23,0.484,0.712,0.64,0.795,0.71
id4054,CACHOEIRA PAULISTA,Jornal,350860,1,n/d,SP,São Paulo,SE,Brasil,29922,764.6,0.646,0.764,0.728,0.837,0.733
id4062,CAJATI,Jornal,350925,1,n/d,SP,São Paulo,SE,Brasil,28207,481.48,0.451,0.694,0.611,0.832,0.658
id4080,CAMPOS DO JORDÃO,Jornal,350970,1,n/d,SP,São Paulo,SE,Brasil,47287,911.4,0.518,0.749,0.648,0.852,0.761
id4096,CASTILHO,Jornal,351100,1,n/d,SP,São Paulo,SE,Brasil,17531,579.36,0.506,0.731,0.686,0.827,0.688
id4104,CESÁRIO LANGE,Jornal,351160,1,n/d,SP,São Paulo,SE,Brasil,14493,684.95,0.494,0.706,0.611,0.804,0.715
id4106,CONCHAL,Jornal,351220,1,n/d,SP,São Paulo,SE,Brasil,25103,617.76,0.449,0.708,0.614,0.827,0.699
id4110,CORDEIRÓPOLIS,Jornal,351240,1,n/d,SP,São Paulo,SE,Brasil,20946,873.87,0.534,0.758,0.674,0.858,0.754
id4111,COSMÓPOLIS,Jornal,351280,1,n/d,SP,São Paulo,SE,Brasil,58542,829.25,0.581,0.769,0.697,0.876,0.746
id4118,CRAVINHOS,Jornal,351310,1,n/d,SP,São Paulo,SE,Brasil,31565,784.4,0.545,0.756,0.683,0.857,0.737
id4119,CRUZEIRO,Jornal,351340,1,n/d,SP,São Paulo,SE,Brasil,76867,809.24,0.683,0.788,0.758,0.871,0.742
id4139,EMBU-GUAÇU,Jornal,351510,1,RM São Paulo,SP,São Paulo,SE,Brasil,62320,676.52,0.601,0.749,0.708,0.834,0.713
id4160,GUARÁ,Jornal,351770,1,n/d,SP,São Paulo,SE,Brasil,19801,664.56,0.463,0.718,0.63,0.826,0.71
id4172,GUARIBA,Jornal,351860,1,n/d,SP,São Paulo,SE,Brasil,35344,671.34,0.521,0.719,0.645,0.811,0.712
id4190,HORTOLÂNDIA,Jornal,351907,1,n/d,SP,São Paulo,SE,Brasil,188117,686.96,0.59,0.756,0.703,0.859,0.716
id4191,IBATÉ,Jornal,351930,1,n/d,SP,São Paulo,SE,Brasil,30672,552.79,0.483,0.703,0.627,0.814,0.681
id5573,IGARATÁ,Jornal,352020,1,n/d,SP,São Paulo,SE,Brasil,8772,561.31,0.447,0.711,0.616,0.855,0.683
id4196,IGUAPE,Jornal,352030,1,n/d,SP,São Paulo,SE,Brasil,28708,588.36,0.481,0.726,0.653,0.847,0.691
id4199,ILHABELA,Jornal,352040,1,n/d,SP,São Paulo,SE,Brasil,28026,794.57,0.599,0.756,0.693,0.843,0.739
id4207,IPERÓ,Jornal,352100,1,n/d,SP,São Paulo,SE,Brasil,26427,551.75,0.522,0.719,0.672,0.814,0.68
id4209,ITABERÁ,Jornal,352170,1,n/d,SP,São Paulo,SE,Brasil,17739,462.03,0.429,0.693,0.636,0.803,0.652
id4210,ITAÍ,Jornal,352180,1,n/d,SP,São Paulo,SE,Brasil,22559,594.77,0.467,0.713,0.63,0.83,0.692
id4216,ITAPECERICA DA SERRA,Jornal,352220,1,RM São Paulo,SP,São Paulo,SE,Brasil,148965,619.82,0.58,0.742,0.687,0.852,0.699
id4231,ITÁPOLIS,Jornal,352270,1,n/d,SP,São Paulo,SE,Brasil,39827,787.75,0.47,0.744,0.667,0.836,0.738
id4235,ITARARÉ,Jornal,352320,1,n/d,SP,São Paulo,SE,Brasil,47767,510.2,0.476,0.703,0.649,0.803,0.668
id4238,ITATINGA,Jornal,352350,1,n/d,SP,São Paulo,SE,Brasil,17986,568.58,0.484,0.706,0.61,0.841,0.685
id4284,LENÇÓIS PAULISTA,Jornal,352680,1,n/d,SP,São Paulo,SE,Brasil,61212,816.48,0.577,0.764,0.717,0.837,0.743
id4292,LOUVEIRA,Jornal,352730,1,n/d,SP,São Paulo,SE,Brasil,37004,1047.17,0.603,0.777,0.697,0.861,0.783
id4293,MACATUBA,Jornal,352800,1,n/d,SP,São Paulo,SE,Brasil,16217,920.95,0.513,0.77,0.697,0.859,0.763
id4294,MAIRINQUE,Jornal,352840,1,n/d,SP,São Paulo,SE,Brasil,43055,710.18,0.584,0.743,0.684,0.831,0.721
id4303,MARTINÓPOLIS,Jornal,352920,1,n/d,SP,São Paulo,SE,Brasil,22950,636,0.478,0.721,0.641,0.832,0.703
id4331,MONGAGUÁ,Jornal,353110,1,n/d,SP,São Paulo,SE,Brasil,44770,699.73,0.581,0.754,0.699,0.854,0.719
id4335,MONTE APRAZÍVEL,Jornal,353140,1,n/d,SP,São Paulo,SE,Brasil,21662,1032.05,0.56,0.785,0.72,0.861,0.781
id4338,MONTE MOR,Jornal,353180,1,n/d,SP,São Paulo,SE,Brasil,48724,674.23,0.541,0.733,0.639,0.863,0.713
id4341,NAZARÉ PAULISTA,Jornal,353240,1,n/d,SP,São Paulo,SE,Brasil,16371,554.18,0.4,0.678,0.559,0.818,0.681
id4342,NOVA GRANADA,Jornal,353300,1,n/d,SP,São Paulo,SE,Brasil,19100,737.29,0.508,0.739,0.68,0.818,0.727
id5589,NOVA ODESSA,Jornal,353340,1,n/d,SP,São Paulo,SE,Brasil,50978,878.14,0.643,0.791,0.762,0.861,0.755
id4348,ORLÂNDIA,Jornal,353430,1,n/d,SP,São Paulo,SE,Brasil,39610,934.54,0.573,0.78,0.703,0.882,0.765
id4367,PALMITAL,Jornal,353530,1,n/d,SP,São Paulo,SE,Brasil,21159,739.37,0.54,0.746,0.702,0.814,0.727
id4379,PENÁPOLIS,Jornal,353730,1,n/d,SP,São Paulo,SE,Brasil,58257,840.16,0.581,0.759,0.68,0.859,0.748
id4387,PILAR DO SUL,Jornal,353790,1,n/d,SP,São Paulo,SE,Brasil,26226,531.06,0.425,0.69,0.594,0.82,0.674
id4391,PINDORAMA,Jornal,353810,1,n/d,SP,São Paulo,SE,Brasil,14894,732.68,0.485,0.737,0.654,0.842,0.726
id4412,POMPÉIA,Jornal,354000,1,n/d,SP,São Paulo,SE,Brasil,19896,850.38,0.634,0.786,0.748,0.864,0.75
id4413,PORTO FELIZ,Jornal,354060,1,n/d,SP,São Paulo,SE,Brasil,48375,785.76,0.563,0.758,0.706,0.836,0.737
id4414,PORTO FERREIRA,Jornal,354070,1,n/d,SP,São Paulo,SE,Brasil,51290,779,0.575,0.751,0.696,0.827,0.736
id4419,PRESIDENTE EPITÁCIO,Jornal,354130,1,n/d,SP,São Paulo,SE,Brasil,40865,680.56,0.57,0.75,0.7,0.845,0.714
id4453,RIO GRANDE DA SERRA,Jornal,354410,1,RM São Paulo,SP,São Paulo,SE,Brasil,43744,563.57,0.621,0.749,0.745,0.823,0.684
id4454,SALESÓPOLIS,Jornal,354500,1,RM São Paulo,SP,São Paulo,SE,Brasil,15565,576.55,0.527,0.732,0.69,0.829,0.687
id4462,SANTA CRUZ DAS PALMEIRAS,Jornal,354630,1,n/d,SP,São Paulo,SE,Brasil,29824,829.66,0.48,0.728,0.635,0.815,0.746
id4465,SANTA FÉ DO SUL,Jornal,354660,1,n/d,SP,São Paulo,SE,Brasil,29081,924.06,0.579,0.784,0.751,0.84,0.763
id4471,SANTANA DE PARNAÍBA,Jornal,354730,1,RM São Paulo,SP,São Paulo,SE,Brasil,108248,1858.69,0.657,0.814,0.725,0.849,0.876
id4470,SANTA RITA DO PASSA QUATRO,Jornal,354750,1,n/d,SP,São Paulo,SE,Brasil,26068,930.59,0.595,0.775,0.686,0.887,0.764
id5615,SERRA NEGRA,Jornal,355160,1,n/d,SP,São Paulo,SE,Brasil,26297,927.39,0.511,0.767,0.676,0.873,0.764
id4670,SEVERÍNIA,Jornal,355190,1,n/d,SP,São Paulo,SE,Brasil,15444,657.45,0.477,0.715,0.638,0.807,0.709
id4671,SOCORRO,Jornal,355210,1,n/d,SP,São Paulo,SE,Brasil,36547,785.71,0.462,0.729,0.634,0.828,0.737
id4678,SUMARÉ,Jornal,355240,1,n/d,SP,São Paulo,SE,Brasil,241007,820.03,0.6,0.762,0.705,0.845,0.744
id4687,TAMBAÚ,Jornal,355330,1,n/d,SP,São Paulo,SE,Brasil,22289,747.11,0.485,0.731,0.624,0.858,0.729
id4688,TAQUARITINGA,Jornal,355370,1,n/d,SP,São Paulo,SE,Brasil,53797,739.25,0.53,0.748,0.696,0.827,0.727
id4706,UBATUBA,Jornal,355540,1,n/d,SP,São Paulo,SE,Brasil,78469,803.5,0.567,0.751,0.679,0.841,0.741
id4718,VIRADOURO,Jornal,355680,1,n/d,SP,São Paulo,SE,Brasil,17263,692.01,0.49,0.739,0.683,0.823,0.717
id5624,VOTORANTIM,Jornal,355700,1,n/d,SP,São Paulo,SE,Brasil,108590,703.99,0.64,0.767,0.747,0.838,0.72
id1632,ALMIRANTE TAMANDARÉ,Jornal,410040,1,RM Curitiba,PR,Paraná,S,Brasil,103008,646.02,0.496,0.699,0.575,0.84,0.706
id1634,ANTONINA,Jornal,410120,1,n/d,PR,Paraná,S,Brasil,18780,572.38,0.441,0.687,0.564,0.838,0.686
id1643,ASSAÍ,Jornal,410190,1,n/d,PR,Paraná,S,Brasil,16334,723.56,0.52,0.728,0.641,0.833,0.724
id5546,BARRACÃO,Jornal,410260,1,n/d,PR,Paraná,S,Brasil,9618,688.92,0.45,0.706,0.59,0.833,0.716
id1646,BELA VISTA DO PARAÍSO,Jornal,410280,1,n/d,PR,Paraná,S,Brasil,15004,710.14,0.44,0.716,0.604,0.844,0.721
id1647,BITURUNA,Jornal,410290,1,n/d,PR,Paraná,S,Brasil,15817,443.43,0.387,0.667,0.556,0.829,0.645
id5528,CAFELÂNDIA,Jornal,410345,1,n/d,PR,Paraná,S,Brasil,14625,721.38,0.557,0.748,0.692,0.835,0.723
id1658,CAPANEMA,Jornal,410450,1,n/d,PR,Paraná,S,Brasil,18423,701.11,0.417,0.706,0.611,0.801,0.719
id1666,CERRO AZUL,Jornal,410520,1,RM Curitiba,PR,Paraná,S,Brasil,16877,342.88,0.214,0.573,0.391,0.797,0.604
id1667,CHOPINZINHO,Jornal,410540,1,n/d,PR,Paraná,S,Brasil,19595,802.23,0.46,0.74,0.671,0.817,0.74
id1679,CRUZ MACHADO,Jornal,410680,1,n/d,PR,Paraná,S,Brasil,17987,414.98,0.338,0.664,0.545,0.845,0.635
id5525,DOIS VIZINHOS,Jornal,410720,1,n/d,PR,Paraná,S,Brasil,36005,836.1,0.561,0.767,0.711,0.85,0.747
id1703,FAXINAL,Jornal,410760,1,n/d,PR,Paraná,S,Brasil,16180,612.79,0.44,0.687,0.584,0.796,0.697
id1704,FAZENDA RIO GRANDE,Jornal,410765,1,RM Curitiba,PR,Paraná,S,Brasil,81515,677.31,0.506,0.72,0.617,0.847,0.713
id1722,IBIPORÃ,Jornal,410980,1,n/d,PR,Paraná,S,Brasil,47905,706.25,0.526,0.726,0.647,0.821,0.72
id1725,IVAIPORÃ,Jornal,411150,1,n/d,PR,Paraná,S,Brasil,31573,666.73,0.48,0.73,0.661,0.827,0.711
id1727,JAGUARIAÍVA,Jornal,411200,1,n/d,PR,Paraná,S,Brasil,32513,616.79,0.521,0.743,0.684,0.859,0.698
id1744,MANDAGUARI,Jornal,411420,1,n/d,PR,Paraná,S,Brasil,32515,762.54,0.523,0.751,0.689,0.84,0.732
id1745,MANGUEIRINHA,Jornal,411440,1,n/d,PR,Paraná,S,Brasil,16989,605.97,0.435,0.688,0.579,0.811,0.695
id1746,MARECHAL CÂNDIDO RONDON,Jornal,411460,1,n/d,PR,Paraná,S,Brasil,46592,1036.38,0.563,0.774,0.704,0.842,0.782
id1753,MATELÂNDIA,Jornal,411560,1,n/d,PR,Paraná,S,Brasil,15358,683.91,0.487,0.725,0.642,0.831,0.715
id4957,PALMEIRA,Jornal,411770,1,n/d,PR,Paraná,S,Brasil,31992,729.05,0.473,0.718,0.618,0.826,0.725
id4927,PARANAVAÍ,Jornal,411840,1,n/d,PR,Paraná,S,Brasil,81023,852.66,0.575,0.763,0.703,0.844,0.75
id5539,PIÊN,Jornal,411910,1,RM Curitiba,PR,Paraná,S,Brasil,11170,541.67,0.412,0.694,0.616,0.802,0.677
id1774,RESERVA,Jornal,412170,1,n/d,PR,Paraná,S,Brasil,25110,457.88,0.272,0.618,0.461,0.786,0.65
id5535,SANTA IZABEL DO OESTE,Jornal,412380,1,n/d,PR,Paraná,S,Brasil,13106,540.49,0.427,0.696,0.603,0.826,0.677
id5688,SANTO ANTÔNIO DA PLATINA,Jornal,412410,1,n/d,PR,Paraná,S,Brasil,42461,765.04,0.515,0.718,0.617,0.817,0.733
id5522,SARANDI,Jornal,412625,1,n/d,PR,Paraná,S,Brasil,82728,554.48,0.427,0.695,0.579,0.85,0.681
id1788,SERTANÓPOLIS,Jornal,412650,1,n/d,PR,Paraná,S,Brasil,15571,701.27,0.462,0.723,0.655,0.804,0.719
id1789,SIQUEIRA CAMPOS,Jornal,412660,1,n/d,PR,Paraná,S,Brasil,18391,655.16,0.42,0.704,0.588,0.839,0.708
id1792,TERRA BOA,Jornal,412720,1,n/d,PR,Paraná,S,Brasil,15662,653.34,0.46,0.728,0.68,0.803,0.708
id5371,ANITA GARIBALDI,Jornal,420100,1,n/d,SC,Santa Catarina,S,Brasil,8599,506.94,0.4,0.688,0.592,0.826,0.667
id5374,ARAQUARI,Jornal,420130,1,n/d,SC,Santa Catarina,S,Brasil,24751,609.76,0.529,0.703,0.602,0.83,0.696
id5375,ARMAZÉM,Jornal,420150,1,n/d,SC,Santa Catarina,S,Brasil,7735,814.95,0.498,0.77,0.698,0.882,0.743
id2892,ASCURRA,Jornal,420170,1,n/d,SC,Santa Catarina,S,Brasil,7384,793.09,0.449,0.742,0.636,0.868,0.739
id5376,BALNEÁRIO ARROIO DO SILVA,Jornal,420195,1,n/d,SC,Santa Catarina,S,Brasil,9553,866.42,0.524,0.746,0.642,0.858,0.753
id5377,BALNEÁRIO GAIVOTA,Jornal,420207,1,n/d,SC,Santa Catarina,S,Brasil,8177,768.73,0.451,0.728,0.622,0.844,0.734
id2903,BARRA VELHA,Jornal,420210,1,n/d,SC,Santa Catarina,S,Brasil,22307,773.05,0.522,0.738,0.639,0.857,0.735
id5389,CAMBORIÚ,Jornal,420320,1,n/d,SC,Santa Catarina,S,Brasil,62149,781.76,0.509,0.726,0.6,0.866,0.736
id5402,CORONEL FREITAS,Jornal,420440,1,n/d,SC,Santa Catarina,S,Brasil,10192,759.01,0.439,0.744,0.653,0.86,0.732
id5404,CORUPÁ,Jornal,420450,1,n/d,SC,Santa Catarina,S,Brasil,13808,951.63,0.557,0.78,0.707,0.873,0.768
id5403,CORREIA PINTO,Jornal,420455,1,n/d,SC,Santa Catarina,S,Brasil,14557,628.18,0.471,0.702,0.614,0.804,0.701
id2976,CURITIBANOS,Jornal,420480,1,n/d,SC,Santa Catarina,S,Brasil,37460,687.47,0.493,0.721,0.62,0.846,0.716
id3004,FRAIBURGO,Jornal,420550,1,n/d,SC,Santa Catarina,S,Brasil,34481,673.84,0.486,0.731,0.637,0.86,0.712
id3005,GAROPABA,Jornal,420570,1,n/d,SC,Santa Catarina,S,Brasil,18025,784.88,0.55,0.753,0.668,0.868,0.737
id5417,GOVERNADOR CELSO RAMOS,Jornal,420600,1,n/d,SC,Santa Catarina,S,Brasil,12973,784.5,0.491,0.747,0.651,0.87,0.737
id5419,IBIRAMA,Jornal,420690,1,n/d,SC,Santa Catarina,S,Brasil,17276,844.25,0.471,0.737,0.63,0.848,0.749
id5426,ITÁ,Jornal,420800,1,n/d,SC,Santa Catarina,S,Brasil,6396,836.69,0.531,0.771,0.698,0.879,0.747
id3095,MORRO DA FUMAÇA,Jornal,421120,1,n/d,SC,Santa Catarina,S,Brasil,16097,759.25,0.483,0.738,0.665,0.825,0.732
id5456,NOVA TRENTO,Jornal,421150,1,n/d,SC,Santa Catarina,S,Brasil,12148,847.77,0.464,0.748,0.628,0.891,0.749
id3101,OTACÍLIO COSTA,Jornal,421175,1,n/d,SC,Santa Catarina,S,Brasil,16311,677.67,0.531,0.74,0.681,0.835,0.713
id5466,PASSO DE TORRES,Jornal,421225,1,n/d,SC,Santa Catarina,S,Brasil,6579,602.85,0.542,0.72,0.618,0.869,0.695
id3112,PENHA,Jornal,421250,1,n/d,SC,Santa Catarina,S,Brasil,25014,793.53,0.488,0.743,0.64,0.867,0.739
id5472,POUSO REDONDO,Jornal,421370,1,n/d,SC,Santa Catarina,S,Brasil,14726,742.15,0.439,0.72,0.598,0.857,0.728
id5473,PRESIDENTE GETÚLIO,Jornal,421400,1,n/d,SC,Santa Catarina,S,Brasil,14808,928.86,0.474,0.759,0.654,0.874,0.764
id3134,SANTA CECÍLIA,Jornal,421550,1,n/d,SC,Santa Catarina,S,Brasil,15716,610.94,0.442,0.698,0.597,0.819,0.697
id5481,SÃO DOMINGOS,Jornal,421610,1,n/d,SC,Santa Catarina,S,Brasil,9418,956.19,0.46,0.765,0.675,0.861,0.769
id5485,SÃO JOÃO DO OESTE,Jornal,421625,1,n/d,SC,Santa Catarina,S,Brasil,6027,881.09,0.465,0.761,0.668,0.873,0.756
id5484,SÃO JOÃO DO ITAPERIÚ,Jornal,421635,1,n/d,SC,Santa Catarina,S,Brasil,3409,680.25,0.441,0.738,0.645,0.873,0.714
id5486,SÃO JOÃO DO SUL,Jornal,421640,1,n/d,SC,Santa Catarina,S,Brasil,6979,558.4,0.376,0.695,0.587,0.84,0.682
id5498,SAUDADES,Jornal,421730,1,n/d,SC,Santa Catarina,S,Brasil,8988,719.94,0.479,0.755,0.7,0.85,0.723
id3162,SCHROEDER,Jornal,421740,1,n/d,SC,Santa Catarina,S,Brasil,15252,852.5,0.625,0.769,0.71,0.855,0.75
id5502,TIJUCAS,Jornal,421800,1,n/d,SC,Santa Catarina,S,Brasil,30700,835.48,0.551,0.76,0.672,0.873,0.747
id5509,TURVO,Jornal,421880,1,n/d,SC,Santa Catarina,S,Brasil,11773,810.85,0.47,0.74,0.631,0.867,0.742
id5166,BARRA DO RIBEIRO,Jornal,430190,1,n/d,RS,Rio Grande do Sul,S,Brasil,12474,589.16,0.465,0.67,0.529,0.822,0.691
id5167,BARRA FUNDA,Jornal,430195,1,n/d,RS,Rio Grande do Sul,S,Brasil,2355,757.01,0.479,0.763,0.71,0.856,0.731
id5170,BOM PRINCÍPIO,Jornal,430235,1,n/d,RS,Rio Grande do Sul,S,Brasil,11727,855.42,0.524,0.746,0.661,0.836,0.751
id2477,BUTIÁ,Jornal,430270,1,n/d,RS,Rio Grande do Sul,S,Brasil,20381,590.45,0.433,0.689,0.558,0.848,0.691
id5194,CAPELA DE SANTANA,Jornal,430468,1,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,11612,533.88,0.37,0.661,0.525,0.816,0.675
id5197,CASCA,Jornal,430490,1,n/d,RS,Rio Grande do Sul,S,Brasil,8631,1011.38,0.533,0.785,0.733,0.847,0.778
id5199,CERRO GRANDE DO SUL,Jornal,430517,1,n/d,RS,Rio Grande do Sul,S,Brasil,10191,527.88,0.347,0.66,0.499,0.855,0.673
id5200,CERRO LARGO,Jornal,430520,1,n/d,RS,Rio Grande do Sul,S,Brasil,13051,862.05,0.511,0.764,0.698,0.849,0.752
id5201,CHAPADA,Jornal,430530,1,n/d,RS,Rio Grande do Sul,S,Brasil,9346,860.15,0.453,0.757,0.679,0.849,0.752
id5202,CIDREIRA,Jornal,430545,1,n/d,RS,Rio Grande do Sul,S,Brasil,12624,750.55,0.561,0.729,0.625,0.848,0.73
id5203,COLORADO,Jornal,430560,1,n/d,RS,Rio Grande do Sul,S,Brasil,3547,996.93,0.448,0.758,0.674,0.835,0.775
id5204,CONSTANTINA,Jornal,430580,1,n/d,RS,Rio Grande do Sul,S,Brasil,9741,732.39,0.44,0.754,0.668,0.885,0.726
id5216,ESPUMOSO,Jornal,430750,1,n/d,RS,Rio Grande do Sul,S,Brasil,15064,834.66,0.527,0.765,0.677,0.884,0.747
id5224,FAXINAL DO SOTURNO,Jornal,430800,1,n/d,RS,Rio Grande do Sul,S,Brasil,6651,760.86,0.469,0.72,0.597,0.854,0.732
id5232,GIRUÁ,Jornal,430900,1,n/d,RS,Rio Grande do Sul,S,Brasil,16857,653.18,0.454,0.721,0.629,0.842,0.707
id5233,GLORINHA,Jornal,430905,1,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,6843,686.99,0.453,0.714,0.593,0.859,0.716
id5234,GRAMADO XAVIER,Jornal,430915,1,n/d,RS,Rio Grande do Sul,S,Brasil,3957,552.44,0.254,0.634,0.473,0.792,0.681
id5242,GUARANI DAS MISSÕES,Jornal,430950,1,n/d,RS,Rio Grande do Sul,S,Brasil,8060,615.87,0.444,0.737,0.665,0.863,0.698
id5249,IMBÉ,Jornal,431033,1,n/d,RS,Rio Grande do Sul,S,Brasil,17614,1359.66,0.579,0.764,0.638,0.847,0.825
id5250,ITAQUI,Jornal,431060,1,n/d,RS,Rio Grande do Sul,S,Brasil,37961,576.71,0.512,0.713,0.626,0.843,0.687
id5253,JAGUARI,Jornal,431110,1,n/d,RS,Rio Grande do Sul,S,Brasil,11303,772.25,0.429,0.712,0.567,0.866,0.734
id5255,JARI,Jornal,431113,1,n/d,RS,Rio Grande do Sul,S,Brasil,3533,418.18,0.27,0.631,0.473,0.836,0.636
id5257,LAGOA VERMELHA,Jornal,431130,1,n/d,RS,Rio Grande do Sul,S,Brasil,27294,771.47,0.495,0.738,0.62,0.885,0.734
id5265,MOSTARDAS,Jornal,431250,1,n/d,RS,Rio Grande do Sul,S,Brasil,12078,627.16,0.346,0.664,0.493,0.849,0.701
id5271,NOVA BOA VISTA,Jornal,431295,1,n/d,RS,Rio Grande do Sul,S,Brasil,1960,928.49,0.43,0.768,0.708,0.836,0.764
id5270,NOVA BRÉSCIA,Jornal,431300,1,n/d,RS,Rio Grande do Sul,S,Brasil,3179,1452.06,0.419,0.778,0.666,0.847,0.836
id2592,NOVA SANTA RITA,Jornal,431337,1,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,22705,686.87,0.521,0.718,0.606,0.853,0.716
id5286,PANTANO GRANDE,Jornal,431395,1,n/d,RS,Rio Grande do Sul,S,Brasil,9862,536.01,0.387,0.661,0.524,0.816,0.676
id5287,PARAÍ,Jornal,431400,1,n/d,RS,Rio Grande do Sul,S,Brasil,6779,1071.25,0.493,0.773,0.679,0.866,0.787
id2606,PAROBÉ,Jornal,431405,1,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,51312,625.4,0.434,0.704,0.562,0.886,0.7
id5290,PORTÃO,Jornal,431480,1,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,30726,729.01,0.474,0.713,0.584,0.856,0.725
id5296,ROCA SALES,Jornal,431580,1,n/d,RS,Rio Grande do Sul,S,Brasil,10252,865.23,0.426,0.729,0.602,0.853,0.753
id5297,RODEIO BONITO,Jornal,431590,1,n/d,RS,Rio Grande do Sul,S,Brasil,5718,767.63,0.427,0.732,0.636,0.842,0.733
id2661,ROLANTE,Jornal,431600,1,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,19372,656.75,0.363,0.688,0.553,0.83,0.708
id5299,SALDANHA MARINHO,Jornal,431643,1,n/d,RS,Rio Grande do Sul,S,Brasil,2858,823.55,0.496,0.762,0.706,0.841,0.745
id5300,SALTO DO JACUÍ,Jornal,431645,1,n/d,RS,Rio Grande do Sul,S,Brasil,11794,596.84,0.443,0.687,0.558,0.837,0.693
id2667,SANANDUVA,Jornal,431660,1,n/d,RS,Rio Grande do Sul,S,Brasil,15326,931.29,0.461,0.747,0.647,0.843,0.764
id2684,SANTO ANTÔNIO DA PATRULHA,Jornal,431760,1,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,39520,696.41,0.443,0.717,0.594,0.866,0.718
id2687,SÃO FRANCISCO DE ASSIS,Jornal,431810,1,n/d,RS,Rio Grande do Sul,S,Brasil,19143,553.81,0.371,0.675,0.552,0.818,0.681
id2696,SÃO JOSÉ DO NORTE,Jornal,431850,1,n/d,RS,Rio Grande do Sul,S,Brasil,25390,493.78,0.301,0.623,0.461,0.792,0.663
id5320,SÃO LOURENÇO DO SUL,Jornal,431880,1,n/d,RS,Rio Grande do Sul,S,Brasil,42817,713.88,0.364,0.687,0.528,0.849,0.722
id5322,SÃO MARCOS,Jornal,431900,1,n/d,RS,Rio Grande do Sul,S,Brasil,20054,991.51,0.545,0.768,0.683,0.855,0.775
id5333,SINIMBU,Jornal,432067,1,n/d,RS,Rio Grande do Sul,S,Brasil,10009,610.76,0.231,0.631,0.456,0.792,0.697
id5334,SOBRADINHO,Jornal,432070,1,n/d,RS,Rio Grande do Sul,S,Brasil,14125,775.79,0.52,0.743,0.647,0.861,0.735
id5339,TAPERA,Jornal,432100,1,n/d,RS,Rio Grande do Sul,S,Brasil,10382,812.48,0.521,0.747,0.672,0.835,0.743
id5340,TAPES,Jornal,432110,1,n/d,RS,Rio Grande do Sul,S,Brasil,16546,620.13,0.425,0.695,0.556,0.862,0.699
id5345,TERRA DE AREIA,Jornal,432143,1,n/d,RS,Rio Grande do Sul,S,Brasil,9874,620.36,0.4,0.689,0.565,0.829,0.699
id2736,TRÊS COROAS,Jornal,432170,1,n/d,RS,Rio Grande do Sul,S,Brasil,23651,799.41,0.434,0.71,0.584,0.829,0.74
