Codmun6,Codmun7,cidade,regiao_metropolitana,uf,regiao,veiculos_mapeados,vei100milh,pais,POP,IDHM,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,RDPC
240810,2408102,NATAL,n/d,RN,Nordeste,17,2.1,Brasil,797986,0.763,0.659,0.694,0.835,0.768,950.34
110020,1100205,PORTO VELHO,n/d,RO,Norte,17,4.0,Brasil,422555,0.736,0.619,0.638,0.819,0.764,929.19
221100,2211001,TERESINA,n/d,PI,Nordeste,16,2.0,Brasil,806168,0.751,0.642,0.707,0.82,0.731,757.57
320530,3205309,VITÓRIA,n/d,ES,Sudeste,16,4.9,Brasil,325399,0.845,0.789,0.805,0.855,0.876,1866.58
280030,2800308,ARACAJU,n/d,SE,Nordeste,15,2.7,Brasil,565274,0.77,0.695,0.708,0.823,0.784,1052.03
354340,3543402,RIBEIRÃO PRETO,n/d,SP,Sudeste,15,2.5,Brasil,599026,0.8,0.683,0.739,0.844,0.82,1314.04
350950,3509502,CAMPINAS,n/d,SP,Sudeste,14,1.3,Brasil,1071983,0.805,0.677,0.731,0.86,0.829,1390.83
420240,4202404,BLUMENAU,n/d,SC,Sul,13,4.2,Brasil,306393,0.806,0.659,0.722,0.894,0.812,1253.17
420540,4205407,FLORIANÓPOLIS,n/d,SC,Sul,13,3.1,Brasil,417579,0.847,0.8,0.8,0.873,0.87,1798.12
313670,3136702,JUIZ DE FORA,n/d,MG,Sudeste,13,2.5,Brasil,512779,0.778,0.65,0.711,0.844,0.784,1050.88
