Codmun6,Codmun7,cidade,regiao_metropolitana,uf,regiao,veiculos_mapeados,vei100milh,pais,POP,IDHM,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,RDPC
420420.0,4204202.0,CHAPECÓ,n/d,SC,Sul,19,10.4565091769627,Brasil,181705.0,0.79,0.63,0.727,0.871,0.779,1017.34
330330.0,3303302.0,NITERÓI,RM Rio de Janeiro,RJ,Sudeste,19,3.93415467439694,Brasil,482950.0,0.837,0.794,0.773,0.854,0.887,2000.29
280030.0,2800308.0,ARACAJU,n/d,SE,Nordeste,18,3.18429646507711,Brasil,565274.0,0.77,0.695,0.708,0.823,0.784,1052.03
351880.0,3518800.0,GUARULHOS,RM São Paulo,SP,Sudeste,17,1.40091570442986,Brasil,1213492.0,0.763,0.639,0.717,0.831,0.746,829.91
240810.0,2408102.0,NATAL,n/d,RN,Nordeste,17,2.13036318932914,Brasil,797986.0,0.763,0.659,0.694,0.835,0.768,950.34
350570.0,3505708.0,BARUERI,RM São Paulo,SP,Sudeste,16,6.66513923892441,Brasil,240055.0,0.786,0.631,0.708,0.866,0.791,1095.84
120040.0,1200401.0,RIO BRANCO,n/d,AC,Norte,16,4.80405462210105,Brasil,333052.0,0.727,0.607,0.661,0.798,0.729,744.67
520140.0,5201405.0,APARECIDA DE GOIÂNIA,n/d,GO,Centro-Oeste,15,3.31661024744124,Brasil,452269.0,0.718,0.57,0.62,0.834,0.716,689.3
350600.0,3506003.0,BAURU,n/d,SP,Sudeste,15,4.41927747759426,Brasil,339422.0,0.801,0.672,0.752,0.854,0.8,1163.86
330170.0,3301702.0,DUQUE DE CAXIAS,RM Rio de Janeiro,RJ,Sudeste,15,1.75696078580657,Brasil,853747.0,0.711,0.584,0.624,0.833,0.692,592.81
420820.0,4208203.0,ITAJAÍ,n/d,SC,Sul,15,8.21301269731763,Brasil,182637.0,0.795,0.646,0.73,0.884,0.778,1014.0
420910.0,4209102.0,JOINVILLE,n/d,SC,Sul,15,2.92736619009145,Brasil,512406.0,0.809,0.709,0.749,0.889,0.795,1126.74
270430.0,2704302.0,MACEIÓ,n/d,AL,Nordeste,15,1.62230386616642,Brasil,924611.0,0.721,0.591,0.635,0.799,0.739,792.54
353440.0,3534401.0,OSASCO,RM São Paulo,SP,Sudeste,15,2.25483549471842,Brasil,665237.0,0.776,0.648,0.718,0.84,0.776,1003.4
420200.0,4202008.0,BALNEÁRIO CAMBORIÚ,n/d,SC,Sul,14,13.0659175540602,Brasil,107149.0,0.845,0.763,0.789,0.894,0.854,1625.59
350550.0,3505500.0,BARRETOS,n/d,SP,Sudeste,14,12.5444656505649,Brasil,111603.0,0.789,0.628,0.738,0.875,0.762,917.0
354880.0,3548807.0,SÃO CAETANO DO SUL,RM São Paulo,SP,Sudeste,14,9.44701238233409,Brasil,148195.0,0.862,0.762,0.811,0.887,0.891,2043.74
410480.0,4104808.0,CASCAVEL,n/d,PR,Sul,13,4.61365927061596,Brasil,281772.0,0.782,0.63,0.728,0.846,0.776,1003.38
430510.0,4305108.0,CAXIAS DO SUL,n/d,RS,Sul,13,3.00020309067075,Brasil,433304.0,0.782,0.668,0.686,0.86,0.812,1253.93
311860.0,3118601.0,CONTAGEM,RM Belo Horizonte,MG,Sudeste,13,2.16498519483201,Brasil,600466.0,0.756,0.623,0.697,0.832,0.745,824.3
411370.0,4113700.0,LONDRINA,n/d,PR,Sul,13,2.58168039591062,Brasil,503548.0,0.778,0.649,0.712,0.837,0.789,1083.35
411520.0,4115200.0,MARINGÁ,n/d,PR,Sul,13,3.66701268222232,Brasil,354512.0,0.808,0.691,0.768,0.852,0.806,1202.63
421870.0,4218707.0,TUBARÃO,n/d,SC,Sul,13,13.4265618706299,Brasil,96823.0,0.796,0.648,0.74,0.866,0.788,1077.62
420240.0,4202404.0,BLUMENAU,n/d,SC,Sul,12,3.91653856321783,Brasil,306393.0,0.806,0.659,0.722,0.894,0.812,1253.17
430460.0,4304606.0,CANOAS,RM Porto Alegre,RS,Sul,12,3.71575697710784,Brasil,322949.0,0.75,0.646,0.636,0.864,0.768,952.13
500370.0,5003702.0,DOURADOS,n/d,MS,Centro-Oeste,12,6.18288988273119,Brasil,194084.0,0.747,0.587,0.657,0.843,0.753,866.4
313130.0,3131307.0,IPATINGA,n/d,MG,Sudeste,12,5.04091543024213,Brasil,238052.0,0.771,0.625,0.705,0.864,0.752,862.91
313170.0,3131703.0,ITABIRA,n/d,MG,Sudeste,12,10.9582035851589,Brasil,109507.0,0.756,0.576,0.678,0.873,0.729,744.61
420890.0,4208906.0,JARAGUÁ DO SUL,n/d,SC,Sul,12,8.43964947322521,Brasil,142186.0,0.803,0.687,0.755,0.865,0.793,1111.85
420900.0,4209003.0,JOAÇABA,n/d,SC,Sul,12,44.7644272018503,Brasil,26807.0,0.827,0.674,0.771,0.891,0.823,1338.5
421010.0,4210100.0,MAFRA,n/d,SC,Sul,12,22.7855311876958,Brasil,52665.0,0.777,0.562,0.723,0.88,0.738,789.53
353870.0,3538709.0,PIRACICABA,n/d,SP,Sudeste,12,3.30568495169568,Brasil,363011.0,0.785,0.64,0.717,0.848,0.797,1143.2
354390.0,3543907.0,RIO CLARO,n/d,SP,Sudeste,12,6.48046140885231,Brasil,185172.0,0.803,0.671,0.766,0.862,0.784,1049.16
412810.0,4128104.0,UMUARAMA,n/d,PR,Sul,12,12.0122524975475,Brasil,99898.0,0.761,0.567,0.698,0.836,0.755,880.6
350320.0,3503208.0,ARARAQUARA,n/d,SP,Sudeste,11,5.32311295645694,Brasil,206646.0,0.815,0.687,0.782,0.877,0.788,1080.66
430310.0,4303103.0,CACHOEIRINHA,RM Porto Alegre,RS,Sul,11,9.3227449551237,Brasil,117991.0,0.757,0.66,0.675,0.857,0.749,844.04
352050.0,3520509.0,INDAIATUBA,n/d,SP,Sudeste,11,5.47239178345248,Brasil,201009.0,0.788,0.657,0.738,0.837,0.791,1098.31
313670.0,3136702.0,JUIZ DE FORA,n/d,MG,Sudeste,11,2.14517365180711,Brasil,512779.0,0.778,0.65,0.711,0.844,0.784,1050.88
411990.0,4119905.0,PONTA GROSSA,n/d,PR,Sul,11,3.55056324844259,Brasil,309810.0,0.763,0.614,0.703,0.837,0.755,877.1
354990.0,3549904.0,SÃO JOSÉ DOS CAMPOS,n/d,SP,Sudeste,11,1.7524099619727,Brasil,627707.0,0.807,0.703,0.764,0.855,0.804,1190.96
421720.0,4217204.0,SÃO MIGUEL DO OESTE,n/d,SC,Sul,11,30.4565716975386,Brasil,36117.0,0.801,0.611,0.739,0.884,0.787,1072.6
330020.0,3300209.0,ARARUAMA,n/d,RJ,Sudeste,10,8.97682184599364,Brasil,111398.0,0.718,0.556,0.617,0.839,0.714,680.88
520510.0,5205109.0,CATALÃO,n/d,GO,Centro-Oeste,10,11.5937996359547,Brasil,86253.0,0.766,0.613,0.715,0.819,0.769,959.4
410830.0,4108304.0,FOZ DO IGUAÇU,n/d,PR,Sul,10,3.93273450895877,Brasil,254276.0,0.751,0.591,0.661,0.858,0.748,842.26
352590.0,3525904.0,JUNDIAÍ,n/d,SP,Sudeste,10,2.71166585768635,Brasil,368777.0,0.822,0.674,0.768,0.866,0.834,1431.55
352900.0,3529005.0,MARÍLIA,n/d,SP,Sudeste,10,4.67291903233193,Brasil,213999.0,0.798,0.673,0.776,0.854,0.768,953.2
431340.0,4313409.0,NOVO HAMBURGO,RM Porto Alegre,RS,Sul,10,4.20272252365082,Brasil,237941.0,0.747,0.552,0.629,0.852,0.778,1011.62
421480.0,4214805.0,RIO DO SUL,n/d,SC,Sul,10,16.4587379439745,Brasil,60758.0,0.802,0.612,0.727,0.894,0.793,1114.31
355220.0,3552205.0,SOROCABA,n/d,SP,Sudeste,10,1.71919672252337,Brasil,581667.0,0.798,0.677,0.762,0.843,0.792,1107.19
354980.0,3549805.0,SÃO JOSÉ DO RIO PRETO,n/d,SP,Sudeste,10,2.46705251367981,Brasil,405342.0,0.797,0.661,0.748,0.846,0.801,1169.16
432300.0,4323002.0,VIAMÃO,RM Porto Alegre,RS,Sul,10,4.2073552985329,Brasil,237679.0,0.717,0.576,0.591,0.866,0.72,707.05
520110.0,5201108.0,ANÁPOLIS,n/d,GO,Centro-Oeste,9,2.70215902506102,Brasil,333067.0,0.737,0.609,0.66,0.822,0.737,785.17
420140.0,4201406.0,ARARANGUÁ,n/d,SC,Sul,9,14.8043360255293,Brasil,60793.0,0.76,0.565,0.691,0.853,0.745,827.2
